id,name,location,cuisine,avg_cost_for_two,rating,budget_band
sethi-s::hsr,Sethi's,hsr,"north indian, chinese, bbq",600.0,,low
biryani-rooh-e-khaas::koramangala-1st-block,Biryani Rooh-e-Khaas,koramangala 1st block,"biryani, mughlai",500.0,,low
snack-souq::btm,Snack Souq,btm,"chinese, rolls",250.0,,low
armani-kabab-centre::richmond-road,Armani Kabab Centre,richmond road,"north indian, fast food",300.0,,low
rajeev-bakery-juice::richmond-road,Rajeev Bakery & Juice,richmond road,"fast food, desserts, bakery",150.0,,low
delhi-food-factory::koramangala-4th-block,Delhi Food Factory,koramangala 4th block,north indian,500.0,,low
hungry-stone::koramangala-5th-block,Hungry Stone,koramangala 5th block,"north indian, chinese, italian, thai",300.0,,low
house-of-chaaps::koramangala-1st-block,House of Chaaps,koramangala 1st block,"north indian, rolls",450.0,,low
wedding-biryani::hsr,Wedding Biryani,hsr,"biryani, kebab",600.0,,low
happy-eats::koramangala-7th-block,Happy Eats,koramangala 7th block,"north indian, continental",300.0,,low
la-passion-cafe::btm,La Passion Cafe,btm,cafe,500.0,,low
mist-n-creams::ejipura,Mist n Creams,ejipura,ice cream,400.0,,low
super-thali::btm,Super Thali,btm,north indian,400.0,,low
punjabi-unplugged::koramangala-1st-block,Punjabi Unplugged,koramangala 1st block,north indian,500.0,,low
priya-s-punjabi::koramangala-8th-block,Priya's Punjabi,koramangala 8th block,north indian,,3.8,unknown
manashi-paratha-pav-bhaji::hsr,Manashi Paratha & Pav Bhaji,hsr,"fast food, north indian",200.0,,low
rayalaseema-ruchulu::btm,Rayalaseema Ruchulu,btm,"andhra, north indian",700.0,,low
polar-bear::cv-raman-nagar,Polar Bear,cv raman nagar,ice cream,150.0,,low
cool-bites::koramangala-4th-block,Cool Bites,koramangala 4th block,"fast food, juices",200.0,,low
cheers-pub-bar-restro::koramangala-4th-block,Cheers Pub Bar & Restro,koramangala 4th block,"continental, finger food, pizza, north indian, bar food",1100.0,,medium
sri-krishna-delight::btm,Sri Krishna Delight,btm,"north indian, south indian",250.0,,low
cafe-talkhouse::hsr,Cafe Talkhouse,hsr,north indian,,3.8,unknown
green-mango-restaurant::btm,Green Mango Restaurant,btm,"kerala, south indian",300.0,,low
chai-kraft::btm,Chai Kraft,btm,"beverages, tea",100.0,,low
crystal-grandeur::jayanagar,Crystal Grandeur,jayanagar,"north indian, chinese, continental",600.0,,low
nuty::hsr,Nuty,hsr,"north indian, biryani",300.0,,low
samosa-singh::hsr,Samosa Singh,hsr,"north indian, mithai",250.0,,low
wings-mama::hsr,Wings Mama,hsr,"american, fast food",300.0,,low
midnight-joe-s::hsr,Midnight Joe's,hsr,"burger, fast food, finger food",300.0,,low
ambur-biryani::koramangala-8th-block,Ambur Biryani,koramangala 8th block,biryani,200.0,,low
the-food-therapy::koramangala-1st-block,The Food Therapy,koramangala 1st block,"north indian, south indian, continental, chinese",1000.0,,medium
khaja-point::btm,Khaja Point,btm,"north indian, chinese, biryani",300.0,,low
aaccord-restaurant::btm,Aaccord Restaurant,btm,"continental, north indian, chinese",600.0,,low
dabba-delight-s::koramangala-4th-block,Dabba Delight's,koramangala 4th block,north indian,350.0,,low
swa-desh-a-family-restaurant::koramangala-1st-block,Swa-Desh A Family Restaurant,koramangala 1st block,north indian,300.0,,low
hyderabad-biriyani-house::btm,Hyderabad Biriyani House,btm,biryani,400.0,,low
healthy-parathawala::btm,Healthy Parathawala,btm,north indian,200.0,,low
kerala-mess-siji-s-mess::ejipura,Kerala Mess. SIJI's MESS,ejipura,kerala,100.0,,low
stop-n-joy::btm,Stop N Joy,btm,"street food, beverages",150.0,,low
savandh-s-kitchen---donne-biryani::btm,Savandh's Kitchen - Donne Biryani,btm,"biryani, south indian",350.0,,low
hotel-atithi-north-karnataka-mess::koramangala-1st-block,Hotel Atithi North Karnataka Mess,koramangala 1st block,south indian,200.0,,low
ss-hot-dhum-briyani-point::btm,SS Hot Dhum Briyani Point,btm,"north indian, chinese, south indian",200.0,,low
kshera-sagar::koramangala-1st-block,Kshera Sagar,koramangala 1st block,"north indian, chinese",200.0,,low
delicious-mom-s-kitchen::btm,Delicious Mom's Kitchen,btm,"bengali, north indian",200.0,,low
aroma-cafe::hsr,Aroma Cafe,hsr,"rolls, sandwich",300.0,,low
crave::koramangala-4th-block,Crave,koramangala 4th block,bakery,600.0,,low
fresh-kitchen::hsr,Fresh Kitchen,hsr,"north indian, chinese",400.0,,low
manchow::nan,Manchow,nan,nan,,,unknown
la-lunch-box::koramangala-4th-block,La Lunch Box,koramangala 4th block,"italian, healthy food, salad",500.0,,low
multi-kitchen::btm,Multi Kitchen,btm,"north indian, chinese",300.0,,low
chalo-delhi-darbaar::ejipura,Chalo Delhi Darbaar,ejipura,"north indian, mughlai, chinese",400.0,,low
yaduvanshi-hotel::btm,Yaduvanshi Hotel,btm,"bihari, chinese",300.0,,low
panwaadi::koramangala-4th-block,Panwaadi,koramangala 4th block,"desserts, paan",100.0,,low
hotel-orchid::btm,Hotel Orchid,btm,"north indian, south indian, chinese, kerala",500.0,,low
cupcake-bliss::koramangala-7th-block,Cupcake Bliss,koramangala 7th block,bakery,250.0,,low
royale-biryani::koramangala-1st-block,Royale Biryani,koramangala 1st block,biryani,500.0,,low
confectionery-chocolates::koramangala-4th-block,Confectionery Chocolates,koramangala 4th block,bakery,500.0,,low
bhokali-paratha::koramangala-6th-block,Bhokali Paratha,koramangala 6th block,north indian,200.0,,low
parathe-wali-gali::ejipura,Parathe Wali Gali,ejipura,"north indian, beverages",,3.4,unknown
chowmein-kitchen::ejipura,Chowmein Kitchen,ejipura,"fast food, chinese",150.0,,low
baker-s-treat::koramangala-7th-block,Baker's Treat,koramangala 7th block,"bakery, desserts",350.0,,low
al-hyatt::ejipura,Al-Hyatt,ejipura,"biryani, chinese",300.0,,low
sugary-bakers---a-boutique-bakery::koramangala-3rd-block,Sugary Bakers - A Boutique Bakery,koramangala 3rd block,"bakery, desserts",200.0,,low
kitchen-king::bannerghatta-road,Kitchen King,bannerghatta road,"south indian, north indian, chinese",250.0,,low
virgins::ejipura,Virgins,ejipura,fast food,150.0,,low
sapfresh::koramangala-4th-block,Sapfresh,koramangala 4th block,beverages,150.0,,low
ammayi-thakkaram::btm,Ammayi Thakkaram,btm,"kerala, south indian",400.0,,low
hit-and-run::koramangala-4th-block,Hit And Run,koramangala 4th block,"chinese, tibetan",300.0,,low
paradise-food-court::btm,Paradise Food Court,btm,"north indian, chinese",400.0,,low
wellness-cafe::bannerghatta-road,Wellness Cafe,bannerghatta road,"cafe, healthy food",400.0,,low
sri-venkateswara-andra-mess::btm,Sri Venkateswara Andra Mess,btm,south indian,120.0,,low
amma-s-special::koramangala-1st-block,Amma's Special,koramangala 1st block,south indian,400.0,,low
holige-mane::btm,Holige Mane,btm,south indian,150.0,,low
sri-sharana-basaveshwara-khanavali::btm,Sri Sharana Basaveshwara Khanavali,btm,south indian,200.0,,low
king-s-cafe-and-restro::hsr,King's Cafe And Restro,hsr,"north indian, biryani",500.0,,low
kombo-king::btm,Kombo King,btm,"north indian, south indian",300.0,,low
innate::koramangala-7th-block,Innate,koramangala 7th block,beverages,,3.3,unknown
alechemy::btm,Alechemy,btm,north indian,1500.0,,medium
malnad-military-hotel::btm,Malnad Military Hotel,btm,"south indian, chinese",350.0,,low
choco-monk::btm,Choco Monk,btm,desserts,200.0,,low
egg-d::koramangala-1st-block,Egg D,koramangala 1st block,"north indian, south indian, mexican",300.0,,low
edigo::electronic-city,Edigo,electronic city,"north indian, south indian, chinese",250.0,,low
meal-bowl-com::koramangala-4th-block,Meal-bowl.com,koramangala 4th block,north indian,300.0,,low
creamiester-ice-creams::koramangala-4th-block,Creamiester Ice Creams,koramangala 4th block,"desserts, ice cream, beverages",300.0,,low
food-n-fit::koramangala-7th-block,Food n Fit,koramangala 7th block,"north indian, chinese",500.0,,low
royal-lunch-home::koramangala-2nd-block,Royal Lunch Home,koramangala 2nd block,north indian,150.0,,low
traffic::btm,Traffic,btm,beverages,100.0,,low
chutneys-tiffin-center::btm,Chutneys Tiffin Center,btm,"south indian, andhra, chinese",300.0,,low
curryvape-restaurant::koramangala-1st-block,Curryvape Restaurant,koramangala 1st block,north indian,300.0,,low
five-star-new-ambur-biryani::btm,Five Star New Ambur Biryani,btm,"biryani, north indian, kebab, chinese",300.0,,low
ludhiana-junction::koramangala-3rd-block,Ludhiana Junction,koramangala 3rd block,"south indian, rajasthani",300.0,,low
fluffer-nutter::btm,Fluffer Nutter,btm,beverages,200.0,,low
bhavani-foods::koramangala-8th-block,Bhavani Foods,koramangala 8th block,"biryani, chinese, coffee, desserts, healthy food, north indian, south indian",300.0,,low
bhoja99::btm,Bhoja99,btm,north indian,200.0,,low
ukiyo::btm,UKIYO,btm,"beverages, sandwich, chinese",300.0,,low
al-baith::koramangala-7th-block,Al Baith,koramangala 7th block,"north indian, chinese",300.0,,low
royal-hyderabadi-nights::btm,Royal Hyderabadi Nights,btm,hyderabadi,400.0,,low
wandercrust::hsr,WanderCrust,hsr,pizza,500.0,,low
sizzlingo::koramangala-1st-block,Sizzlingo,koramangala 1st block,north indian,600.0,,low
evo::koramangala,Evo,koramangala,"healthy food, salad",500.0,,low
cafe-remix::koramangala,Cafe Remix,koramangala,"mexican, italian",600.0,,low
rolling-rolls::koramangala-1st-block,Rolling Rolls,koramangala 1st block,"fast food, rolls",450.0,,low
bengal-metro::koramangala-1st-block,Bengal Metro,koramangala 1st block,bengali,600.0,,low
vegan-khana::koramangala-1st-block,Vegan Khana,koramangala 1st block,"healthy food, north indian, chinese",400.0,,low
eat-up-s-cloud-kitchen::koramangala-1st-block,Eat up's Cloud Kitchen,koramangala 1st block,"arabian, bbq, biryani, chinese, continental, ice cream, north indian, south indian",200.0,,low
binge-factory::koramangala-1st-block,Binge Factory,koramangala 1st block,"north indian, italian, south indian",400.0,,low
murali-military-hotel::btm,Murali Military hotel,btm,"biryani, south indian",300.0,,low
hyderabadi-biryani-house::btm,Hyderabadi Biryani House,btm,biryani,300.0,,low
garden-hotel::koramangala-1st-block,Garden Hotel,koramangala 1st block,"north indian, chinese, south indian",400.0,,low
chai-makhan::btm,Chai Makhan,btm,"arabian, south indian",400.0,,low
cafe-sulaimani::btm,Cafe Sulaimani,btm,"kerala, south indian, biryani",300.0,,low
ruchi-s-foodies-blast::btm,Ruchi's Foodies Blast,btm,"chinese, north indian",250.0,,low
chocolate-bomb::btm,Chocolate Bomb,btm,bakery,300.0,,low
tit-bits::btm,Tit Bits,btm,"north indian, fast food",400.0,,low
hunger-house-32::ejipura,Hunger House 32,ejipura,"north indian, chinese",300.0,,low
kalpana-s-kitchen::ejipura,Kalpana's Kitchen,ejipura,"bengali, north indian",400.0,,low
rayalaseema-abhiruchulu::btm,Rayalaseema Abhiruchulu,btm,"north indian, south indian, chinese",250.0,,low
gr-foods::btm,GR Foods,btm,"andhra, biryani",350.0,,low
new-udupi-dharshini::btm,New Udupi Dharshini,btm,"south indian, chinese",150.0,,low
food-treat::koramangala-1st-block,Food Treat,koramangala 1st block,"north indian, chinese, kerala",400.0,,low
ice-n-spice::btm,Ice N Spice,btm,"ice cream, beverages, fast food",300.0,,low
durga-maata-hotel::ejipura,Durga Maata Hotel,ejipura,"north indian, chinese",200.0,,low
homemade::koramangala-1st-block,Homemade,koramangala 1st block,north indian,450.0,,low
lassi-house::ejipura,Lassi House,ejipura,"beverages, desserts",150.0,,low
tasty-kitchens::koramangala-6th-block,Tasty Kitchens,koramangala 6th block,pizza,500.0,,low
bombay-kulfi::koramangala-1st-block,Bombay Kulfi,koramangala 1st block,"desserts, ice cream",150.0,,low
spoorthi-ice-cream::btm,Spoorthi Ice Cream,btm,"desserts, ice cream",150.0,,low
desi-tadka::ejipura,Desi Tadka,ejipura,north indian,200.0,,low
north-indian-rasoi::koramangala-1st-block,North Indian Rasoi,koramangala 1st block,"north indian, rajasthani",500.0,,low
baking-delite::koramangala-7th-block,Baking Delite,koramangala 7th block,desserts,550.0,,low
aisha-tharavad::ejipura,Aisha Tharavad,ejipura,"south indian, kerala",400.0,,low
maruti-garden::btm,Maruti Garden,btm,"north indian, kerala",500.0,,low
guntur-s-vandanam-food-zone::koramangala-1st-block,Guntur's Vandanam Food Zone,koramangala 1st block,"andhra, chinese, north indian",600.0,,low
d-ra-s-delicacy::koramangala-7th-block,D-Ra's Delicacy,koramangala 7th block,"chinese, bakery",400.0,,low
oveanly::btm,Oveanly,btm,bakery,200.0,,low
coffee-time::btm,Coffee Time,btm,"sandwich, juices, burger",150.0,,low
oolala::koramangala-1st-block,Oolala,koramangala 1st block,"bakery, desserts",600.0,,low
bhaiyajees::koramangala-8th-block,Bhaiyajees,koramangala 8th block,"north indian, south indian",300.0,,low
foodzoo::koramangala,Foodzoo,koramangala,"fast food, burger",450.0,,low
ligang::koramangala-8th-block,Ligang,koramangala 8th block,north eastern,450.0,,low
rk-fast-food::btm,RK Fast Food,btm,"south indian, chinese",300.0,,low
blends-juice-cafe::btm,Blends Juice Cafe,btm,"beverages, desserts",200.0,,low
sree-food-paradise::btm,Sree Food Paradise,btm,"north indian, biryani",150.0,,low
the-nourished-kitchen::btm,The Nourished Kitchen,btm,"asian, continental, healthy food",400.0,,low
desi-curry::hsr,Desi Curry,hsr,north indian,450.0,,low
sv-food-garden::koramangala-8th-block,SV Food Garden,koramangala 8th block,"chinese, north indian, south indian, hyderabadi",250.0,,low
juicy-juice::ejipura,Juicy Juice,ejipura,"beverages, ice cream",100.0,,low
rahar-momo-cane::marathahalli,Rahar Momo & Cane,marathahalli,fast food,200.0,,low
ginger-restaurant::koramangala-3rd-block,Ginger restaurant,koramangala 3rd block,"continental, chinese, north indian",400.0,,low
smack::koramangala-1st-block,Smack,koramangala 1st block,fast food,200.0,,low
ayush-reddy-tiffins-fast-food-center::btm,Ayush Reddy Tiffins & Fast Food Center,btm,"south indian, fast food, chinese",300.0,,low
raja-foodpath::bommanahalli,Raja Foodpath,bommanahalli,"north indian, south indian, chinese",200.0,,low
chai-makhan::btm,Chai Makhan,btm,"north indian, chinese, south indian",300.0,,low
surabhi-restaurant::hosur-road,Surabhi Restaurant,hosur road,"south indian, north indian, chinese, desserts, fast food, ice cream",400.0,,low
zed-cafe::btm,Zed Cafe,btm,"kerala, south indian, desserts",350.0,,low
rgs-ambur-briyani::btm,RGS Ambur briyani,btm,"biryani, kebab",300.0,,low
banashree-caterers::koramangala-8th-block,Banashree Caterers,koramangala 8th block,south indian,250.0,,low
smack-cafe::koramangala-1st-block,Smack Cafe,koramangala 1st block,cafe,400.0,,low
shake-it-off::bommanahalli,Shake It Off,bommanahalli,beverages,200.0,,low
fogg::btm,Fogg,btm,"continental, italian, beverages",1000.0,,medium
friends-chats-adda::btm,Friends Chats Adda,btm,"fast food, sandwich, beverages",200.0,,low
asgardian-moreover-chai::btm,Asgardian Moreover Chai,btm,"fast food, rolls, juices",300.0,,low
namms-cafe::btm,Namms Cafe,btm,"north indian, chinese",300.0,,low
owl-s-kitchen::koramangala-3rd-block,Owl's Kitchen,koramangala 3rd block,"north indian, chinese",500.0,,low
super-chef-s-new-royal-treat::bannerghatta-road,Super Chef's (New Royal treat),bannerghatta road,"north indian, chinese, south indian",,,unknown
nonveg-dreams::koramangala-2nd-block,Nonveg Dreams,koramangala 2nd block,"biryani, north indian",500.0,,low
cafe-longing::btm,Cafe Longing,btm,"cafe, fast food",200.0,,low
dawat-e-biryani::koramangala-1st-block,Dawat E Biryani,koramangala 1st block,biryani,200.0,,low
dipd-n-chocolate::koramangala-7th-block,Dipd N Chocolate,koramangala 7th block,"cafe, desserts",300.0,,low
house-of-tasty-food::wilson-garden,House of Tasty Food,wilson garden,north indian,400.0,,low
shyamali-fast-food-kolkata-style::ejipura,Shyamali Fast Food Kolkata Style,ejipura,"biryani, chinese, north indian",250.0,,low
red-chilli::btm,Red Chilli,btm,"chinese, biryani",400.0,,low
snackomate::koramangala-5th-block,SNACKOMATE,koramangala 5th block,fast food,300.0,,low
royal-s-biryani::btm,Royal's Biryani,btm,biryani,300.0,,low
sttytt::koramangala-4th-block,STTYTT,koramangala 4th block,"north indian, south indian, chinese, andhra, fast food",400.0,,low
lime-twist::koramangala-5th-block,Lime Twist,koramangala 5th block,"fast food, beverages",150.0,,low
akshaya-sweets-chats::jayanagar,Akshaya Sweets & Chats,jayanagar,"mithai, street food",200.0,,low
best-shawarmas::btm,Best Shawarmas,btm,rolls,300.0,,low
yum-s-the-word::koramangala-4th-block,Yum's The Word!,koramangala 4th block,chinese,200.0,,low
ghar-ki-rasoi::koramangala-8th-block,Ghar Ki Rasoi,koramangala 8th block,"north indian, south indian",300.0,,low
jagan-s-hotel::hsr,Jagan's Hotel,hsr,"south indian, north indian",200.0,,low
hottey-smokey::hsr,Hottey Smokey,hsr,"asian, salad, italian",400.0,,low
malabar-xpress::koramangala-5th-block,Malabar Xpress,koramangala 5th block,"south indian, kerala",300.0,,low
foodnite::btm,FoodNite,btm,"north indian, chinese, fast food",300.0,,low
cake-fantasy::koramangala-4th-block,Cake Fantasy,koramangala 4th block,"desserts, bakery",300.0,,low
aata-s-kitchen::koramangala-1st-block,Aata's Kitchen,koramangala 1st block,"south indian, north indian",250.0,,low
cravisthan::domlur,Cravisthan,domlur,"south indian, north indian",500.0,,low
harilal-ka-bihari-dhaba::koramangala-1st-block,Harilal ka Bihari Dhaba,koramangala 1st block,"north indian, bihari",250.0,,low
bare-grills::koramangala-6th-block,Bare Grills,koramangala 6th block,"rolls, bbq, kebab",350.0,,low
pan-asian::btm,Pan Asian,btm,chinese,500.0,,low
sofiya-cakes::koramangala-5th-block,Sofiya Cakes,koramangala 5th block,"bakery, desserts",300.0,,low
chocalot::koramangala-5th-block,Chocalot,koramangala 5th block,desserts,800.0,,low
royal-bakes::koramangala-1st-block,Royal Bakes,koramangala 1st block,bakery,200.0,,low
crave::koramangala-4th-block,Crave,koramangala 4th block,bakery,600.0,,low
rolling-station::koramangala-8th-block,Rolling Station,koramangala 8th block,"desserts, ice cream, beverages",,,unknown
panwaadi::koramangala-4th-block,Panwaadi,koramangala 4th block,"desserts, paan",100.0,,low
baker-s-treat::koramangala-7th-block,Baker's Treat,koramangala 7th block,"bakery, desserts",350.0,,low
sugary-bakers---a-boutique-bakery::koramangala-3rd-block,Sugary Bakers - A Boutique Bakery,koramangala 3rd block,"bakery, desserts",200.0,,low
cupcake-bliss::koramangala-7th-block,Cupcake Bliss,koramangala 7th block,bakery,200.0,,low
skinz-ooty-chocolate::koramangala-8th-block,Skinz Ooty Chocolate,koramangala 8th block,desserts,200.0,,low
amarnath-ice-cream-parlour::koramangala-1st-block,Amarnath Ice Cream Parlour,koramangala 1st block,"ice cream, desserts",200.0,,low
nandhana-mithai::koramangala-4th-block,Nandhana Mithai,koramangala 4th block,"mithai, desserts",500.0,,low
bombay-kulfi::koramangala-1st-block,Bombay Kulfi,koramangala 1st block,"desserts, ice cream",150.0,,low
baking-delite::koramangala-7th-block,Baking Delite,koramangala 7th block,desserts,550.0,,low
oolala::koramangala-1st-block,Oolala,koramangala 1st block,"bakery, desserts",600.0,,low
5-degree-centigrade::koramangala-7th-block,5 Degree Centigrade,koramangala 7th block,"beverages, ice cream",150.0,,low
vanilla-pod::koramangala-4th-block,Vanilla Pod,koramangala 4th block,bakery,300.0,,low
smack-cafe::koramangala-1st-block,Smack Cafe,koramangala 1st block,cafe,400.0,,low
raptures-chocolates::koramangala-4th-block,Raptures Chocolates,koramangala 4th block,desserts,250.0,,low
waffle-in-the-box::ejipura,Waffle In The Box,ejipura,desserts,300.0,,low
forum-bakes-cafe::koramangala-8th-block,Forum Bakes & Cafe,koramangala 8th block,"bakery, fast food",200.0,,low
cake-fantasy::koramangala-4th-block,Cake Fantasy,koramangala 4th block,"desserts, bakery",300.0,,low
mist-n-creams::ejipura,Mist n Creams,ejipura,ice cream,400.0,,low
oye-mithai::koramangala-1st-block,Oye Mithai,koramangala 1st block,mithai,200.0,,low
dipd-n-chocolate::koramangala-7th-block,Dipd N Chocolate,koramangala 7th block,"cafe, desserts",300.0,,low
choco-cheese::btm,Choco Cheese,btm,desserts,300.0,,low
kesar-sweet-shop-and-fast-food::btm,Kesar Sweet Shop and Fast Food,btm,"north indian, south indian, chinese, street food, mithai",,4.0,unknown
mycakeshop::btm,Mycakeshop,btm,"bakery, desserts",300.0,,low
special-malai-gola::btm,Special Malai Gola,btm,ice cream,200.0,,low
chillout::btm,Chillout,btm,"burger, cafe, pizza, beverages",200.0,,low
choice-bakery::btm,Choice Bakery,btm,"bakery, fast food",200.0,,low
new-bhangaru-sweets::btm,New Bhangaru Sweets,btm,mithai,300.0,,low
arya-s-l-bakery::richmond-road,Arya S.L.Bakery,richmond road,"bakery, juices, fast food",200.0,,low
kulfi-club::btm,Kulfi Club,btm,"desserts, ice cream",200.0,,low
sri-venkateshwara-cake-house::btm,Sri venkateshwara Cake House,btm,"bakery, desserts",500.0,,low
chocolate-bomb::btm,Chocolate Bomb,btm,bakery,300.0,,low
spoorthi-ice-cream::btm,Spoorthi Ice Cream,btm,"desserts, ice cream",150.0,,low
food-prade-dairy-delight::bannerghatta-road,Food Prade Dairy Delight,bannerghatta road,desserts,300.0,,low
dribzz-bakes-cafe::btm,Dribzz Bakes & Cafe,btm,"fast food, chinese, desserts",200.0,,low
home-treats::jp-nagar,Home Treats,jp nagar,"bakery, desserts",250.0,,low
waffle-in-the-box::hsr,Waffle In The Box,hsr,desserts,300.0,,low
la-passion-cafe::btm,La Passion Cafe,btm,cafe,500.0,,low
the-chef-s-cake-bakes::richmond-road,The Chef's Cake & Bakes,richmond road,desserts,800.0,,low
krazy-factory::koramangala-5th-block,Krazy Factory,koramangala 5th block,"cafe, continental, chinese",,4.0,unknown
the-flying-trapeze::koramangala-5th-block,The Flying Trapeze,koramangala 5th block,"north indian, continental, chinese",1500.0,,medium
mayuri-andhra-mess::koramangala-5th-block,Mayuri Andhra Mess,koramangala 5th block,"andhra, biryani",300.0,,low
momo-blues::koramangala-5th-block,Momo Blues,koramangala 5th block,"chinese, momos, nepalese, tibetan",200.0,,low
side-street-kitchen::koramangala-5th-block,Side Street Kitchen,koramangala 5th block,"kerala, chinese, fast food",400.0,,low
the-enav-bowl::koramangala-5th-block,The Enav Bowl,koramangala 5th block,"healthy food, beverages, mexican, burger, italian",,3.8,unknown
daily-divine::koramangala-5th-block,Daily & Divine,koramangala 5th block,"fast food, juices",200.0,,low
snackomate::koramangala-5th-block,SNACKOMATE,koramangala 5th block,fast food,300.0,,low
lime-twist::koramangala-5th-block,Lime Twist,koramangala 5th block,"fast food, beverages",150.0,,low
malabar-xpress::koramangala-5th-block,Malabar Xpress,koramangala 5th block,"south indian, kerala",300.0,,low
indian-gola-co::koramangala-5th-block,Indian Gola Co.,koramangala 5th block,fast food,200.0,,low
fnc-seafood::koramangala-5th-block,FNC Seafood,koramangala 5th block,"seafood, fast food",400.0,,low
sids-cafe::koramangala-5th-block,Sids Cafe,koramangala 5th block,fast food,200.0,,low
domino-s-pizza::koramangala-5th-block,Domino's Pizza,koramangala 5th block,"pizza, fast food",400.0,,low
cheers-pub-bar-restro::koramangala-4th-block,Cheers Pub Bar & Restro,koramangala 4th block,"continental, finger food, pizza, north indian, bar food",1100.0,,medium
bob-s-bar::koramangala-7th-block,Bob's Bar,koramangala 7th block,"south indian, finger food",1000.0,,medium
akshaya-bar-and-restaurant::koramangala-1st-block,Akshaya Bar And Restaurant,koramangala 1st block,"north indian, south indian, chinese, fast food",600.0,,low
white-fog::koramangala-6th-block,White Fog,koramangala 6th block,"cafe, italian, fast food",800.0,,low
the-food-therapy::koramangala-1st-block,The Food Therapy,koramangala 1st block,"north indian, south indian, continental, chinese",1000.0,,medium
cafe-noir::koramangala-7th-block,Cafe Noir,koramangala 7th block,"european, french, salad",1500.0,,medium
kerala-mess-siji-s-mess::ejipura,Kerala Mess. SIJI's MESS,ejipura,kerala,100.0,,low
manchow::nan,Manchow,nan,nan,,,unknown
4s-bar::koramangala-4th-block,4S Bar,koramangala 4th block,"north indian, chinese",800.0,,low
king-dine-family-restaurant::nagarbhavi,King Dine Family Restaurant,nagarbhavi,"chinese, north indian, south indian",500.0,,low
tirumala-mess::koramangala-1st-block,Tirumala Mess,koramangala 1st block,"andhra, hyderabadi",300.0,,low
hit-and-run::koramangala-4th-block,Hit And Run,koramangala 4th block,"chinese, tibetan",300.0,,low
jee-aaya-nu-punjabi-dhaba::koramangala-4th-block,Jee Aaya Nu Punjabi Dhaba,koramangala 4th block,north indian,350.0,,low
hotel-kaara-chaaram::koramangala-7th-block,Hotel Kaara Chaaram,koramangala 7th block,"south indian, north indian, chinese",500.0,,low
idly-pidly::koramangala-1st-block,Idly PIdly,koramangala 1st block,south indian,200.0,,low
harilal-ka-bihari-dhaba::koramangala-1st-block,Harilal ka Bihari Dhaba,koramangala 1st block,"north indian, bihari",250.0,,low
the-bar-therapy::koramangala-1st-block,The Bar Therapy,koramangala 1st block,"continental, chinese",800.0,,low
kings-kitchen::ejipura,Kings Kitchen,ejipura,"biryani, north indian",500.0,,low
the-eatery-cafe-and-restaurant::koramangala-7th-block,The Eatery Cafe and Restaurant,koramangala 7th block,"cafe, continental",500.0,,low
surabhi-restaurant::hosur-road,Surabhi Restaurant,hosur road,"south indian, north indian, chinese, desserts, fast food, ice cream",400.0,,low
mayura-grand-pure-veg-restaurant::koramangala-6th-block,Mayura Grand Pure Veg Restaurant,koramangala 6th block,"north indian, south indian, chinese",600.0,,low
khiche-chale-aao::koramangala-6th-block,Khiche Chale Aao,koramangala 6th block,"north indian, fast food",300.0,,low
senthur-cafe::koramangala-7th-block,Senthur Cafe,koramangala 7th block,"south indian, beverages",100.0,,low
tomba-kitchens::ejipura,Tomba Kitchens,ejipura,north eastern,300.0,,low
indore-eat-restaurant::koramangala-6th-block,Indore Eat Restaurant,koramangala 6th block,"street food, south indian",,4.0,unknown
foody-s-land::koramangala-4th-block,Foody's Land,koramangala 4th block,fast food,300.0,,low
aata-s-kitchen::koramangala-1st-block,Aata's Kitchen,koramangala 1st block,"south indian, north indian",250.0,,low
dine-with-singhs::koramangala-1st-block,Dine With Singhs,koramangala 1st block,"north indian, chinese",300.0,,low
swa-desh-a-family-restaurant::koramangala-1st-block,Swa-Desh A Family Restaurant,koramangala 1st block,north indian,300.0,,low
jenisha-green-view-restaurant::ejipura,Jenisha Green View Restaurant,ejipura,"north indian, fast food",500.0,,low
foody-s-lane::koramangala-4th-block,Foody's Lane,koramangala 4th block,"north indian, chinese",450.0,,low
the-shawarma-shop::koramangala-4th-block,The Shawarma Shop,koramangala 4th block,arabian,250.0,,low
hotel-atithi-north-karnataka-mess::koramangala-1st-block,Hotel Atithi North Karnataka Mess,koramangala 1st block,south indian,200.0,,low
bismillah-ambur-biryani::koramangala-1st-block,Bismillah Ambur Biryani,koramangala 1st block,biryani,300.0,,low
kshera-sagar::koramangala-1st-block,Kshera Sagar,koramangala 1st block,"north indian, chinese",200.0,,low
punjabi-unplugged::koramangala-1st-block,Punjabi Unplugged,koramangala 1st block,north indian,500.0,,low
new-udupi-grand::koramangala-8th-block,New Udupi Grand,koramangala 8th block,"south indian, north indian, chinese",250.0,,low
xpress-dhaba::koramangala-1st-block,Xpress Dhaba,koramangala 1st block,north indian,400.0,,low
the-green-room::koramangala-6th-block,The Green Room,koramangala 6th block,continental,400.0,,low
chalo-delhi-darbaar::ejipura,Chalo Delhi Darbaar,ejipura,"north indian, mughlai, chinese",400.0,,low
tanu-di-s-kitchen::koramangala-1st-block,Tanu Di's Kitchen,koramangala 1st block,"north indian, south indian, bengali",350.0,,low
chowmein-kitchen::ejipura,Chowmein Kitchen,ejipura,"fast food, chinese",150.0,,low
